vertex1_x,vertex1_y,vertex2_x,vertex2_y,vertex3_x,vertex3_y,vertex4_x,vertex4_y,Area,Areal Frequency B20,Areal Frequency P20,Branch Mean Length,Branch Min Length,Branch Max Length,Connections per Branch,Connections per Trace,Connection Frequency,Dimensionless Intensity B22,Dimensionless Intensity P22,Fracture Density (Mauldon),Fracture Intensity B21,Fracture Intensity (Mauldon),Fracture Intensity P21,Number of Branches,Number of Branches (Real),Number of Traces,Number of Traces (Real),Trace Mean Length,Trace Min Length,Trace Max Length,Trace Mean Length (Mauldon)
14589152.02,4535666.66,14589902.02,4535666.66,14589902.02,4534916.66,14589152.02,4534916.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4534916.66,14589902.02,4534916.66,14589902.02,4534166.66,14589152.02,4534166.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4534166.66,14589902.02,4534166.66,14589902.02,4533416.66,14589152.02,4533416.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4533416.66,14589902.02,4533416.66,14589902.02,4532666.66,14589152.02,4532666.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589902.02,4555166.66,14590652.02,4555166.66,14590652.02,4554416.66,14589902.02,4554416.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589902.02,4554416.66,14590652.02,4554416.66,14590652.02,4553666.66,14589902.02,4553666.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589902.02,4553666.66,14590652.02,4553666.66,14590652.02,4552916.66,14589902.02,4552916.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589902.02,4552916.66,14590652.02,4552916.66,14590652.02,4552166.66,14589902.02,4552166.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589902.02,4552166.66,14590652.02,4552166.66,14590652.02,4551416.66,14589902.02,4551416.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589902.02,4551416.66,14590652.02,4551416.66,14590652.02,4550666.66,14589902.02,4550666.66,3969694.1833468685,1.259542868812246e-07,1.259542868812246e-07,774.553953185503,387.2769765927515,387.2769765927515,0.0,0.0,0.0,0.07556423727954319,0.03778211863977159,,9.755839082451343e-05,,9.755839082451343e-05,0.5,1,0.5,1,387.2769765927515,387.2769765927515,387.2769765927515,
14589902.02,4550666.66,14590652.02,4550666.66,14590652.02,4549916.66,14589902.02,4549916.66,3969694.1833468685,3.7786286064367375e-07,3.7786286064367375e-07,2703.179520010538,288.2354607442964,1607.3986105845634,0.0,0.0,0.0,2.761111755683287,1.0354169083812326,,0.0010214311462645748,,0.0010214311462645748,1.5,4,1.5,4,1013.6923200039517,288.2354607442964,1607.3986105845634,
14589902.02,4549916.66,14590652.02,4549916.66,14590652.02,4549166.66,14589902.02,4549166.66,3969694.1833468685,5.038171475248984e-07,5.038171475248984e-07,3066.2322088609367,190.4045645617909,2097.662727766145,0.0,0.0,0.0,4.736777960426933,1.894711184170773,,0.0015448203651172853,,0.0015448203651172853,2.0,5,2.0,5,1226.4928835443748,190.4045645617909,2097.662727766145,
14589902.02,4549166.66,14590652.02,4549166.66,14590652.02,4548416.66,14589902.02,4548416.66,3969694.1833468685,8.81680008168572e-07,8.81680008168572e-07,1463.949035910517,41.985157089550384,1758.0949245072027,0.0,0.0,0.0,1.8895696702705502,0.9447848351352751,,0.001290734597939958,,0.001290734597939958,3.5,7,3.5,7,731.9745179552585,41.985157089550384,1758.0949245072027,
